Dz,Dx,method
0.3,0.12493895,random-direction
0.3,0.116475604,random-direction
0.3,0.0766279,random-direction
0.3,0.106473885,random-direction
0.3,0.13538912,random-direction
0.3,0.13698113,random-direction
0.3,0.12179003,random-direction
0.3,0.18113832,random-direction
0.3,0.11262809,random-direction
0.3,0.09840292,random-direction
0.3,0.11237627,random-direction
0.3,0.12496643,random-direction
0.3,0.11509265,random-direction
0.3,0.11107109,random-direction
0.3,0.17539278,random-direction
0.3,0.12532239,random-direction
0.3,0.14584887,random-direction
0.3,0.11955844,random-direction
0.3,0.10355693,random-direction
0.3,0.13650349,random-direction
0.3,0.1115152,random-direction
0.3,0.097764194,random-direction
0.3,0.10817163,random-direction
0.3,0.09908794,random-direction
0.3,0.15788585,random-direction
0.3,0.14016241,random-direction
0.3,0.07991092,random-direction
0.3,0.14082405,random-direction
0.3,0.17439388,random-direction
0.3,0.13130102,random-direction
0.3,0.08337304,random-direction
0.3,0.11760577,random-direction
0.3,0.13988377,random-direction
0.3,0.08285168,random-direction
0.3,0.106917955,random-direction
0.3,0.056342077,random-direction
0.34,0.098545164,random-direction
0.34,0.15861382,random-direction
0.34,0.18522844,random-direction
0.34,0.12827446,random-direction
0.34,0.14976442,random-direction
0.34,0.12775567,random-direction
0.34,0.1467815,random-direction
0.34,0.16196737,random-direction
0.34,0.107175745,random-direction
0.34,0.13197288,random-direction
0.34,0.10871263,random-direction
0.34,0.17129794,random-direction
0.34,0.1517078,random-direction
0.34,0.09644413,random-direction
0.34,0.10660504,random-direction
0.34,0.10178604,random-direction
0.34,0.11828478,random-direction
0.34,0.14652108,random-direction
0.34,0.13972273,random-direction
0.34,0.17085949,random-direction
0.34,0.093557045,random-direction
0.34,0.101288915,random-direction
0.34,0.15571293,random-direction
0.34,0.10564028,random-direction
0.34,0.1426054,random-direction
0.34,0.159183,random-direction
0.34,0.123873785,random-direction
0.34,0.16133946,random-direction
0.34,0.11137082,random-direction
0.34,0.094399914,random-direction
0.34,0.16446814,random-direction
0.34,0.09870753,random-direction
0.34,0.13529429,random-direction
0.34,0.19097076,random-direction
0.34,0.13603331,random-direction
0.34,0.118566796,random-direction
0.34,0.11830306,random-direction
0.34,0.12932971,random-direction
0.34,0.14929637,random-direction
0.34,0.15140748,random-direction
0.34,0.1172719,random-direction
0.34,0.11194792,random-direction
0.34,0.10292234,random-direction
0.34,0.2330896,random-direction
0.34,0.12541795,random-direction
0.34,0.14390661,random-direction
0.34,0.11126737,random-direction
0.34,0.1661731,random-direction
0.34,0.11610763,random-direction
0.34,0.09782722,random-direction
0.34,0.11700453,random-direction
0.34,0.13917488,random-direction
0.34,0.13649756,random-direction
0.34,0.11240194,random-direction
0.34,0.15112339,random-direction
0.34,0.28680766,random-direction
0.34,0.20267157,random-direction
0.34,0.16997357,random-direction
0.34,0.13919075,random-direction
0.34,0.11510541,random-direction
0.34,0.110071406,random-direction
0.34,0.13534242,random-direction
0.34,0.18949121,random-direction
0.34,0.1471644,random-direction
0.34,0.15478563,random-direction
0.34,0.1007065,random-direction
0.34,0.11576716,random-direction
0.34,0.09571065,random-direction
0.34,0.19135867,random-direction
0.34,0.0928815,random-direction
0.34,0.14020018,random-direction
0.34,0.1385006,random-direction
0.34,0.11184263,random-direction
0.34,0.114308596,random-direction
0.34,0.18072821,random-direction
0.34,0.12364572,random-direction
0.34,0.10674491,random-direction
0.34,0.18842652,random-direction
0.34,0.1799948,random-direction
0.34,0.11930404,random-direction
0.34,0.11712615,random-direction
0.34,0.12970072,random-direction
0.34,0.14111054,random-direction
0.34,0.16365285,random-direction
0.34,0.14483157,random-direction
0.34,0.15355465,random-direction
0.34,0.17643078,random-direction
0.34,0.1046618,random-direction
0.34,0.14613906,random-direction
0.34,0.13719666,random-direction
0.34,0.13383214,random-direction
0.34,0.17912354,random-direction
0.34,0.1283867,random-direction
0.34,0.12391988,random-direction
0.34,0.11887489,random-direction
0.34,0.16048825,random-direction
0.34,0.14511113,random-direction
0.34,0.10581671,random-direction
0.34,0.1254352,random-direction
0.34,0.12742424,random-direction
0.34,0.0838833,random-direction
0.34,0.15986392,random-direction
0.34,0.13249849,random-direction
0.34,0.17714494,random-direction
0.34,0.13826048,random-direction
0.34,0.15871337,random-direction
0.34,0.16769853,random-direction
0.34,0.121468626,random-direction
0.34,0.18605506,random-direction
0.34,0.16993108,random-direction
0.34,0.095704,random-direction
0.34,0.119892314,random-direction
0.34,0.12117319,random-direction
0.34,0.14424005,random-direction
0.34,0.09118905,random-direction
0.34,0.1641247,random-direction
0.34,0.09767761,random-direction
0.34,0.07060425,random-direction
0.34,0.18233177,random-direction
0.34,0.11772964,random-direction
0.38,0.11682949,random-direction
0.38,0.13137117,random-direction
0.38,0.13325988,random-direction
0.38,0.18886301,random-direction
0.38,0.12980865,random-direction
0.38,0.14192608,random-direction
0.38,0.2196513,random-direction
0.38,0.10655085,random-direction
0.38,0.18704501,random-direction
0.38,0.15832618,random-direction
0.38,0.084260955,random-direction
0.38,0.16957718,random-direction
0.38,0.10782248,random-direction
0.38,0.19440213,random-direction
0.38,0.14145263,random-direction
0.38,0.17878984,random-direction
0.38,0.15583275,random-direction
0.38,0.12664905,random-direction
0.38,0.18910801,random-direction
0.38,0.14333025,random-direction
0.38,0.14427502,random-direction
0.38,0.13126728,random-direction
0.38,0.17524323,random-direction
0.38,0.13378662,random-direction
0.38,0.13803159,random-direction
0.38,0.18001205,random-direction
0.38,0.15822086,random-direction
0.38,0.11799495,random-direction
0.38,0.16057914,random-direction
0.38,0.122471094,random-direction
0.38,0.19155598,random-direction
0.38,0.15938534,random-direction
0.38,0.17672741,random-direction
0.38,0.14386223,random-direction
0.38,0.15497689,random-direction
0.38,0.18365307,random-direction
0.38,0.15939972,random-direction
0.38,0.12219634,random-direction
0.38,0.14618732,random-direction
0.38,0.1370949,random-direction
0.38,0.18573415,random-direction
0.38,0.13239911,random-direction
0.38,0.13272049,random-direction
0.38,0.14840895,random-direction
0.38,0.102836825,random-direction
0.38,0.17882118,random-direction
0.38,0.20550942,random-direction
0.38,0.1391348,random-direction
0.38,0.12819752,random-direction
0.38,0.13988163,random-direction
0.38,0.17756346,random-direction
0.38,0.18742499,random-direction
0.38,0.1459386,random-direction
0.38,0.094509624,random-direction
0.38,0.12936714,random-direction
0.38,0.15260804,random-direction
0.38,0.14575529,random-direction
0.38,0.18921053,random-direction
0.38,0.13498889,random-direction
0.38,0.19413045,random-direction
0.38,0.13509575,random-direction
0.38,0.16102728,random-direction
0.38,0.120835304,random-direction
0.38,0.13405418,random-direction
0.38,0.12487167,random-direction
0.38,0.1128757,random-direction
0.38,0.14684974,random-direction
0.38,0.16133925,random-direction
0.38,0.23185547,random-direction
0.38,0.13432713,random-direction
0.38,0.117968276,random-direction
0.38,0.16478929,random-direction
0.38,0.24123247,random-direction
0.38,0.14759584,random-direction
0.38,0.1602033,random-direction
0.38,0.13467787,random-direction
0.38,0.11922984,random-direction
0.38,0.15328538,random-direction
0.38,0.12299259,random-direction
0.38,0.09491595,random-direction
0.38,0.16530433,random-direction
0.38,0.12283613,random-direction
0.38,0.21031606,random-direction
0.38,0.1380014,random-direction
0.38,0.15352671,random-direction
0.38,0.10938422,random-direction
0.38,0.20723692,random-direction
0.38,0.17885073,random-direction
0.38,0.14976166,random-direction
0.38,0.21613851,random-direction
0.38,0.14654475,random-direction
0.38,0.10633942,random-direction
0.38,0.106334664,random-direction
0.38,0.122548796,random-direction
0.38,0.13998297,random-direction
0.38,0.13298902,random-direction
0.38,0.1236871,random-direction
0.38,0.09224582,random-direction
0.38,0.1588095,random-direction
0.38,0.16477513,random-direction
0.38,0.11494483,random-direction
0.38,0.15546466,random-direction
0.38,0.14270286,random-direction
0.38,0.13650757,random-direction
0.38,0.17283872,random-direction
0.38,0.15062444,random-direction
0.38,0.21466486,random-direction
0.38,0.13002752,random-direction
0.38,0.27728602,random-direction
0.38,0.30671212,random-direction
0.38,0.22504115,random-direction
0.38,0.18361464,random-direction
0.38,0.13953102,random-direction
0.38,0.09222593,random-direction
0.38,0.14147851,random-direction
0.38,0.17025337,random-direction
0.38,0.14438161,random-direction
0.38,0.17942576,random-direction
0.38,0.16455495,random-direction
0.38,0.14990613,random-direction
0.43,0.15696499,random-direction
0.43,0.14146277,random-direction
0.43,0.16906111,random-direction
0.43,0.14873874,random-direction
0.43,0.16040827,random-direction
0.43,0.14714077,random-direction
0.43,0.15210956,random-direction
0.43,0.20175776,random-direction
0.43,0.13443251,random-direction
0.43,0.18667635,random-direction
0.43,0.18418214,random-direction
0.43,0.12255178,random-direction
0.43,0.38257176,random-direction
0.43,0.13858631,random-direction
0.43,0.1735483,random-direction
0.43,0.13290013,random-direction
0.43,0.113216795,random-direction
0.43,0.176142,random-direction
0.43,0.16880865,random-direction
0.43,0.14615864,random-direction
0.43,0.23188977,random-direction
0.43,0.20458353,random-direction
0.43,0.17580026,random-direction
0.43,0.15035811,random-direction
0.43,0.28679818,random-direction
0.43,0.16535804,random-direction
0.43,0.13420084,random-direction
0.43,0.15895206,random-direction
0.43,0.14988565,random-direction
0.43,0.14842132,random-direction
0.43,0.14056273,random-direction
0.43,0.24960414,random-direction
0.43,0.21363032,random-direction
0.43,0.2098132,random-direction
0.43,0.14688127,random-direction
0.43,0.15470281,random-direction
0.43,0.18054326,random-direction
0.43,0.16460894,random-direction
0.43,0.149312,random-direction
0.43,0.17711286,random-direction
0.43,0.20900789,random-direction
0.43,0.15484585,random-direction
0.43,0.1285788,random-direction
0.43,0.2832909,random-direction
0.43,0.22613402,random-direction
0.43,0.13611993,random-direction
0.43,0.19102904,random-direction
0.43,0.13804276,random-direction
0.43,0.13223252,random-direction
0.43,0.16981272,random-direction
0.43,0.18002898,random-direction
0.43,0.17084073,random-direction
0.43,0.15741828,random-direction
0.43,0.22907957,random-direction
0.43,0.17183705,random-direction
0.43,0.20799033,random-direction
0.43,0.2201041,random-direction
0.43,0.20818648,random-direction
0.43,0.13808087,random-direction
0.43,0.18173505,random-direction
0.43,0.20736738,random-direction
0.43,0.13484639,random-direction
0.43,0.14572969,random-direction
0.43,0.21531019,random-direction
0.43,0.15434623,random-direction
0.43,0.1539954,random-direction
0.43,0.16994675,random-direction
0.43,0.15703478,random-direction
0.43,0.13446763,random-direction
0.43,0.13945195,random-direction
0.43,0.15164368,random-direction
0.43,0.1319327,random-direction
0.43,0.20543292,random-direction
0.43,0.16448483,random-direction
0.43,0.11723496,random-direction
0.43,0.16978838,random-direction
0.43,0.14581206,random-direction
0.43,0.18914178,random-direction
0.43,0.21651395,random-direction
0.43,0.10420179,random-direction
0.43,0.18469505,random-direction
0.43,0.2270389,random-direction
0.43,0.17108573,random-direction
0.43,0.115667544,random-direction
0.43,0.18979225,random-direction
0.43,0.07895033,random-direction
0.43,0.21808262,random-direction
0.43,0.2112573,random-direction
0.43,0.14788347,random-direction
0.43,0.19950123,random-direction
0.43,0.19205053,random-direction
0.43,0.147728,random-direction
0.43,0.12192619,random-direction
0.43,0.11091856,random-direction
0.43,0.23082554,random-direction
0.43,0.16816938,random-direction
0.43,0.31943738,random-direction
0.43,0.17767946,random-direction
0.43,0.17475754,random-direction
0.43,0.16908333,random-direction
0.43,0.10646464,random-direction
0.43,0.1562343,random-direction
0.43,0.13360429,random-direction
0.43,0.19558789,random-direction
0.43,0.18406782,random-direction
0.43,0.1282235,random-direction
0.43,0.13846612,random-direction
0.43,0.14290568,random-direction
0.43,0.21297161,random-direction
0.43,0.11785565,random-direction
0.43,0.13234773,random-direction
0.43,0.22706167,random-direction
0.43,0.17455597,random-direction
0.43,0.14744654,random-direction
0.43,0.17519166,random-direction
0.43,0.16329339,random-direction
0.43,0.16706969,random-direction
0.43,0.12491752,random-direction
0.43,0.18406507,random-direction
0.43,0.18602267,random-direction
0.47,0.16814765,random-direction
0.47,0.17925441,random-direction
0.47,0.20756993,random-direction
0.47,0.13875756,random-direction
0.47,0.1464277,random-direction
0.47,0.19455527,random-direction
0.47,0.22514966,random-direction
0.47,0.19353622,random-direction
0.47,0.19360647,random-direction
0.47,0.20077085,random-direction
0.47,0.19814739,random-direction
0.47,0.17573416,random-direction
0.47,0.18621907,random-direction
0.47,0.17859194,random-direction
0.47,0.12456665,random-direction
0.47,0.15010831,random-direction
0.47,0.20413968,random-direction
0.47,0.15553573,random-direction
0.47,0.16805926,random-direction
0.47,0.1436017,random-direction
0.47,0.26895672,random-direction
0.47,0.2296267,random-direction
0.47,0.18209256,random-direction
0.47,0.2308455,random-direction
0.47,0.1455421,random-direction
0.47,0.114903286,random-direction
0.47,0.15803905,random-direction
0.47,0.17855403,random-direction
0.47,0.3379336,random-direction
0.47,0.20129116,random-direction
0.47,0.23225777,random-direction
0.47,0.19616137,random-direction
0.47,0.14497787,random-direction
0.47,0.19630232,random-direction
0.47,0.20525596,random-direction
0.47,0.20843343,random-direction
0.47,0.19358951,random-direction
0.47,0.28664088,random-direction
0.47,0.2320517,random-direction
0.47,0.15131238,random-direction
0.47,0.17454143,random-direction
0.47,0.16528222,random-direction
0.47,0.19441721,random-direction
0.47,0.19445379,random-direction
0.47,0.17236383,random-direction
0.47,0.1615366,random-direction
0.47,0.16600505,random-direction
0.47,0.14524613,random-direction
0.47,0.19732918,random-direction
0.47,0.1746017,random-direction
0.47,0.14055777,random-direction
0.47,0.17477685,random-direction
0.47,0.27178153,random-direction
0.47,0.2734046,random-direction
0.47,0.20041306,random-direction
0.47,0.16496792,random-direction
0.47,0.23505047,random-direction
0.47,0.20593376,random-direction
0.47,0.20251505,random-direction
0.47,0.14265111,random-direction
0.47,0.13070032,random-direction
0.47,0.15126541,random-direction
0.47,0.16543444,random-direction
0.47,0.16223466,random-direction
0.47,0.14240465,random-direction
0.47,0.22019167,random-direction
0.47,0.16278227,random-direction
0.47,0.22322372,random-direction
0.47,0.21316561,random-direction
0.47,0.21172114,random-direction
0.47,0.1398207,random-direction
0.47,0.21951911,random-direction
0.47,0.19127834,random-direction
0.47,0.13994351,random-direction
0.47,0.33108214,random-direction
0.47,0.23941496,random-direction
0.47,0.15784667,random-direction
0.47,0.15316537,random-direction
0.47,0.19137724,random-direction
0.47,0.19145766,random-direction
0.47,0.23948002,random-direction
0.47,0.23923996,random-direction
0.47,0.110948764,random-direction
0.47,0.20284542,random-direction
0.47,0.16820809,random-direction
0.47,0.21495274,random-direction
0.47,0.19485532,random-direction
0.47,0.22828181,random-direction
0.47,0.08373785,random-direction
0.47,0.21589649,random-direction
0.47,0.123415984,random-direction
0.47,0.1899864,random-direction
0.47,0.1314714,random-direction
0.47,0.14616759,random-direction
0.47,0.13537122,random-direction
0.47,0.1290249,random-direction
0.47,0.1613582,random-direction
0.47,0.22889896,random-direction
0.47,0.17750713,random-direction
0.47,0.16122428,random-direction
0.47,0.1296648,random-direction
0.47,0.14402351,random-direction
0.47,0.23780742,random-direction
0.47,0.16772614,random-direction
0.47,0.17219147,random-direction
0.47,0.16944912,random-direction
0.47,0.18200138,random-direction
0.47,0.16676247,random-direction
0.47,0.20379958,random-direction
0.47,0.20642798,random-direction
0.47,0.17342529,random-direction
0.47,0.19408719,random-direction
0.47,0.22123873,random-direction
0.47,0.2060475,random-direction
0.47,0.1737511,random-direction
0.47,0.38088602,random-direction
0.47,0.16915354,random-direction
0.47,0.18822739,random-direction
0.47,0.13385484,random-direction
0.47,0.19574924,random-direction
0.51,0.17018768,random-direction
0.51,0.1719125,random-direction
0.51,0.1924265,random-direction
0.51,0.16188195,random-direction
0.51,0.23864157,random-direction
0.51,0.20377609,random-direction
0.51,0.1782703,random-direction
0.51,0.14442179,random-direction
0.51,0.13967606,random-direction
0.51,0.13759074,random-direction
0.51,0.3284437,random-direction
0.51,0.23074305,random-direction
0.51,0.20352204,random-direction
0.51,0.2091082,random-direction
0.51,0.2378716,random-direction
0.51,0.17279175,random-direction
0.51,0.15164885,random-direction
0.51,0.16674681,random-direction
0.51,0.12852591,random-direction
0.51,0.19733146,random-direction
0.51,0.17345598,random-direction
0.51,0.1796557,random-direction
0.51,0.4387319,random-direction
0.51,0.19837241,random-direction
0.51,0.22635305,random-direction
0.51,0.17912424,random-direction
0.51,0.24993014,random-direction
0.51,0.18217824,random-direction
0.51,0.23577528,random-direction
0.51,0.17224154,random-direction
0.51,0.41170782,random-direction
0.51,0.19253656,random-direction
0.51,0.21155746,random-direction
0.51,0.14384732,random-direction
0.51,0.21800475,random-direction
0.51,0.17223671,random-direction
0.51,0.19488324,random-direction
0.51,0.16967212,random-direction
0.51,0.23776607,random-direction
0.51,0.16750678,random-direction
0.51,0.20994535,random-direction
0.51,0.15068667,random-direction
0.51,0.18417,random-direction
0.51,0.19794855,random-direction
0.51,0.17907873,random-direction
0.51,0.23104766,random-direction
0.51,0.15708761,random-direction
0.51,0.19253558,random-direction
0.51,0.18289223,random-direction
0.51,0.19353934,random-direction
0.51,0.14304881,random-direction
0.51,0.23302524,random-direction
0.51,0.14863625,random-direction
0.51,0.15316635,random-direction
0.51,0.25403592,random-direction
0.51,0.2154597,random-direction
0.51,0.26273265,random-direction
0.51,0.19854955,random-direction
0.51,0.2778,random-direction
0.51,0.24905713,random-direction
0.51,0.19474292,random-direction
0.51,0.16558227,random-direction
0.51,0.23187998,random-direction
0.51,0.17657082,random-direction
0.51,0.288599,random-direction
0.51,0.19182822,random-direction
0.51,0.17030342,random-direction
0.51,0.31882828,random-direction
0.51,0.22931865,random-direction
0.51,0.1697599,random-direction
0.51,0.1686021,random-direction
0.51,0.18858391,random-direction
0.51,0.19385585,random-direction
0.51,0.21037082,random-direction
0.51,0.1735565,random-direction
0.51,0.21527061,random-direction
0.51,0.22690685,random-direction
0.51,0.21603434,random-direction
0.51,0.1654542,random-direction
0.51,0.22966118,random-direction
0.51,0.21011606,random-direction
0.51,0.1778417,random-direction
0.51,0.20020756,random-direction
0.51,0.17640409,random-direction
0.51,0.25666532,random-direction
0.51,0.18635596,random-direction
0.51,0.17655216,random-direction
0.51,0.24014933,random-direction
0.51,0.24859557,random-direction
0.51,0.22201419,random-direction
0.51,0.22782569,random-direction
0.51,0.23246019,random-direction
0.51,0.26100218,random-direction
0.51,0.17175595,random-direction
0.51,0.1767135,random-direction
0.51,0.22588566,random-direction
0.51,0.23448749,random-direction
0.51,0.19243118,random-direction
0.51,0.14748566,random-direction
0.51,0.24703923,random-direction
0.51,0.09180279,random-direction
0.51,0.22091489,random-direction
0.51,0.21356001,random-direction
0.51,0.24663863,random-direction
0.51,0.14822905,random-direction
0.51,0.20914435,random-direction
0.51,0.23270996,random-direction
0.51,0.16567093,random-direction
0.51,0.13302255,random-direction
0.51,0.13707265,random-direction
0.51,0.15366733,random-direction
0.51,0.20014593,random-direction
0.51,0.19083986,random-direction
0.51,0.17073314,random-direction
0.51,0.13510765,random-direction
0.51,0.24240728,random-direction
0.51,0.1810331,random-direction
0.51,0.2434849,random-direction
0.51,0.173359,random-direction
0.51,0.15969181,random-direction
0.55,0.45347685,random-direction
0.55,0.20512569,random-direction
0.55,0.21253014,random-direction
0.55,0.25143015,random-direction
0.55,0.28326917,random-direction
0.55,0.21391232,random-direction
0.55,0.23313454,random-direction
0.55,0.21666305,random-direction
0.55,0.21944526,random-direction
0.55,0.25348502,random-direction
0.55,0.2853302,random-direction
0.55,0.2446427,random-direction
0.55,0.2641267,random-direction
0.55,0.20182016,random-direction
0.55,0.20440808,random-direction
0.55,0.20456484,random-direction
0.55,0.20939827,random-direction
0.55,0.25207266,random-direction
0.55,0.25586963,random-direction
0.55,0.18938938,random-direction
0.55,0.15465976,random-direction
0.55,0.19798353,random-direction
0.55,0.19533858,random-direction
0.55,0.20688453,random-direction
0.55,0.26450917,random-direction
0.55,0.30624783,random-direction
0.55,0.21014759,random-direction
0.55,0.18723966,random-direction
0.55,0.2526682,random-direction
0.55,0.20093927,random-direction
0.55,0.19809194,random-direction
0.55,0.15842254,random-direction
0.55,0.1725148,random-direction
0.55,0.21985514,random-direction
0.55,0.20481429,random-direction
0.55,0.2586396,random-direction
0.55,0.1559749,random-direction
0.55,0.19165823,random-direction
0.55,0.18188636,random-direction
0.55,0.23541422,random-direction
0.55,0.19657901,random-direction
0.55,0.23191532,random-direction
0.55,0.18496856,random-direction
0.55,0.1799145,random-direction
0.55,0.29528552,random-direction
0.55,0.23125342,random-direction
0.55,0.2876698,random-direction
0.55,0.1870397,random-direction
0.55,0.2409106,random-direction
0.55,0.107293606,random-direction
0.55,0.2286478,random-direction
0.55,0.24723038,random-direction
0.55,0.19653854,random-direction
0.55,0.1489615,random-direction
0.55,0.16721421,random-direction
0.55,0.18880726,random-direction
0.55,0.2226413,random-direction
0.55,0.25318506,random-direction
0.55,0.23318818,random-direction
0.55,0.23931405,random-direction
0.55,0.23457639,random-direction
0.55,0.2624154,random-direction
0.55,0.21000604,random-direction
0.55,0.2184844,random-direction
0.55,0.1782344,random-direction
0.55,0.33102408,random-direction
0.55,0.23466161,random-direction
0.55,0.28961715,random-direction
0.55,0.19531682,random-direction
0.55,0.17140062,random-direction
0.55,0.1410999,random-direction
0.55,0.16880833,random-direction
0.55,0.2505611,random-direction
0.55,0.22154157,random-direction
0.55,0.29148155,random-direction
0.55,0.17305091,random-direction
0.55,0.21570568,random-direction
0.55,0.1593849,random-direction
0.55,0.14602417,random-direction
0.55,0.17787266,random-direction
0.55,0.21492498,random-direction
0.55,0.22052939,random-direction
0.55,0.1544182,random-direction
0.55,0.22887659,random-direction
0.55,0.17404719,random-direction
0.55,0.21325377,random-direction
0.55,0.14615169,random-direction
0.55,0.2464956,random-direction
0.55,0.20132616,random-direction
0.55,0.36734664,random-direction
0.55,0.18669096,random-direction
0.55,0.17881744,random-direction
0.55,0.23310485,random-direction
0.55,0.22058623,random-direction
0.55,0.24282293,random-direction
0.55,0.19455922,random-direction
0.55,0.20904994,random-direction
0.55,0.3024103,random-direction
0.55,0.23663974,random-direction
0.55,0.13564727,random-direction
0.55,0.3274655,random-direction
0.55,0.21660003,random-direction
0.55,0.29650825,random-direction
0.55,0.24554157,random-direction
0.55,0.13991156,random-direction
0.55,0.2526701,random-direction
0.55,0.16633418,random-direction
0.55,0.38468814,random-direction
0.55,0.18658501,random-direction
0.55,0.1784673,random-direction
0.55,0.28540343,random-direction
0.55,0.16287357,random-direction
0.55,0.14520182,random-direction
0.55,0.26018023,random-direction
0.55,0.2355049,random-direction
0.55,0.23707998,random-direction
0.55,0.24886294,random-direction
0.55,0.18166548,random-direction
0.55,0.21660161,random-direction
0.55,0.28646785,random-direction
0.59,0.24858192,random-direction
0.59,0.24432877,random-direction
0.59,0.16536482,random-direction
0.59,0.23290476,random-direction
0.59,0.50167763,random-direction
0.59,0.23443997,random-direction
0.59,0.28848305,random-direction
0.59,0.24725465,random-direction
0.59,0.21509056,random-direction
0.59,0.20219746,random-direction
0.59,0.19509558,random-direction
0.59,0.28119662,random-direction
0.59,0.21516272,random-direction
0.59,0.21855454,random-direction
0.59,0.28192812,random-direction
0.59,0.21340284,random-direction
0.59,0.23437345,random-direction
0.59,0.21245822,random-direction
0.59,0.20063877,random-direction
0.59,0.14735085,random-direction
0.59,0.1903573,random-direction
0.59,0.27986774,random-direction
0.59,0.19838017,random-direction
0.59,0.21530113,random-direction
0.59,0.3315033,random-direction
0.59,0.2177188,random-direction
0.59,0.4451963,random-direction
0.59,0.23819213,random-direction
0.59,0.19155668,random-direction
0.59,0.17848155,random-direction
0.59,0.19409472,random-direction
0.59,0.23155685,random-direction
0.59,0.23568925,random-direction
0.59,0.37989315,random-direction
0.59,0.30555794,random-direction
0.59,0.20389585,random-direction
0.59,0.23412149,random-direction
0.59,0.17621765,random-direction
0.59,0.21851878,random-direction
0.59,0.21186869,random-direction
0.59,0.25875288,random-direction
0.59,0.19295084,random-direction
0.59,0.25970134,random-direction
0.59,0.22176094,random-direction
0.59,0.1936368,random-direction
0.59,0.21996722,random-direction
0.59,0.2942822,random-direction
0.59,0.20811045,random-direction
0.59,0.16829836,random-direction
0.59,0.1821276,random-direction
0.59,0.2824747,random-direction
0.59,0.259719,random-direction
0.59,0.17683876,random-direction
0.59,0.3279359,random-direction
0.59,0.2710437,random-direction
0.59,0.2749058,random-direction
0.59,0.28668714,random-direction
0.59,0.2585202,random-direction
0.59,0.2572598,random-direction
0.59,0.19712833,random-direction
0.59,0.19037029,random-direction
0.59,0.31660607,random-direction
0.59,0.28936532,random-direction
0.59,0.24292943,random-direction
0.59,0.25369757,random-direction
0.59,0.20783241,random-direction
0.59,0.31296074,random-direction
0.59,0.25367898,random-direction
0.59,0.19035175,random-direction
0.59,0.31302607,random-direction
0.59,0.18544562,random-direction
0.59,0.22832616,random-direction
0.59,0.28706157,random-direction
0.59,0.22666898,random-direction
0.59,0.20825148,random-direction
0.59,0.20921615,random-direction
0.59,0.22029781,random-direction
0.59,0.17200556,random-direction
0.59,0.2685328,random-direction
0.59,0.20470044,random-direction
0.59,0.2649999,random-direction
0.59,0.24530753,random-direction
0.59,0.15842898,random-direction
0.59,0.23441994,random-direction
0.59,0.162653,random-direction
0.59,0.2794649,random-direction
0.59,0.28904757,random-direction
0.59,0.2646502,random-direction
0.59,0.2207493,random-direction
0.59,0.25741833,random-direction
0.59,0.30584186,random-direction
0.59,0.1764057,random-direction
0.59,0.16617131,random-direction
0.59,0.16346085,random-direction
0.59,0.2859245,random-direction
0.59,0.20877178,random-direction
0.59,0.27404445,random-direction
0.59,0.15494224,random-direction
0.59,0.27615184,random-direction
0.59,0.18969108,random-direction
0.59,0.2357742,random-direction
0.59,0.18244408,random-direction
0.59,0.18267144,random-direction
0.59,0.1872254,random-direction
0.59,0.21590526,random-direction
0.59,0.22841339,random-direction
0.59,0.28504336,random-direction
0.59,0.25748676,random-direction
0.59,0.33108878,random-direction
0.59,0.113843895,random-direction
0.59,0.16488531,random-direction
0.59,0.19896641,random-direction
0.59,0.21241537,random-direction
0.59,0.178948,random-direction
0.59,0.23166811,random-direction
0.59,0.2327621,random-direction
0.59,0.3044092,random-direction
0.59,0.32214293,random-direction
0.59,0.21840039,random-direction
0.59,0.22986126,random-direction
0.63,0.29347622,random-direction
0.63,0.4561905,random-direction
0.63,0.29329363,random-direction
0.63,0.19847217,random-direction
0.63,0.2506465,random-direction
0.63,0.23041272,random-direction
0.63,0.19341165,random-direction
0.63,0.30801734,random-direction
0.63,0.28878346,random-direction
0.63,0.40083447,random-direction
0.63,0.30892378,random-direction
0.63,0.21494098,random-direction
0.63,0.26353368,random-direction
0.63,0.26075077,random-direction
0.63,0.27073818,random-direction
0.63,0.3689056,random-direction
0.63,0.23854735,random-direction
0.63,0.31726032,random-direction
0.63,0.2140286,random-direction
0.63,0.59591544,random-direction
0.63,0.2587283,random-direction
0.63,0.18129747,random-direction
0.63,0.2401303,random-direction
0.63,0.22888131,random-direction
0.63,0.32127407,random-direction
0.63,0.2271202,random-direction
0.63,0.23279457,random-direction
0.63,0.24251747,random-direction
0.63,0.21654108,random-direction
0.63,0.13731667,random-direction
0.63,0.3003028,random-direction
0.63,0.2895594,random-direction
0.63,0.24258645,random-direction
0.63,0.22006953,random-direction
0.63,0.22239396,random-direction
0.63,0.25219887,random-direction
0.63,0.20523915,random-direction
0.63,0.27751583,random-direction
0.63,0.25371206,random-direction
0.63,0.27633068,random-direction
0.63,0.241797,random-direction
0.63,0.17458048,random-direction
0.63,0.25379032,random-direction
0.63,0.20539275,random-direction
0.63,0.23332441,random-direction
0.63,0.21294919,random-direction
0.63,0.22989158,random-direction
0.63,0.2010988,random-direction
0.63,0.3241225,random-direction
0.63,0.24033563,random-direction
0.63,0.18150902,random-direction
0.63,0.3246059,random-direction
0.63,0.27395692,random-direction
0.63,0.33664364,random-direction
0.63,0.18008491,random-direction
0.63,0.32562894,random-direction
0.63,0.19952515,random-direction
