Dx,Dz,method
0.36710182,0.43,natural-direction
0.2563262,0.43,natural-direction
0.22176377,0.43,natural-direction
0.18188393,0.43,natural-direction
0.21013272,0.43,natural-direction
0.17286287,0.43,natural-direction
0.14330873,0.43,natural-direction
0.9777036,0.43,natural-direction
0.13815847,0.43,natural-direction
0.20488842,0.43,natural-direction
0.2731847,0.43,natural-direction
0.30657777,0.47,natural-direction
0.17167814,0.47,natural-direction
0.1759282,0.47,natural-direction
0.14771372,0.47,natural-direction
0.27711707,0.47,natural-direction
0.673893,0.47,natural-direction
0.30366102,0.47,natural-direction
0.34321794,0.47,natural-direction
0.22672673,0.47,natural-direction
1.0779368,0.47,natural-direction
0.2723823,0.47,natural-direction
0.20747484,0.47,natural-direction
0.25650844,0.47,natural-direction
0.4199545,0.47,natural-direction
0.21405433,0.47,natural-direction
0.2920986,0.47,natural-direction
0.25972515,0.47,natural-direction
0.14017421,0.47,natural-direction
0.22440538,0.47,natural-direction
0.23730995,0.47,natural-direction
0.25071877,0.47,natural-direction
0.32074082,0.47,natural-direction
0.21902916,0.47,natural-direction
0.17315602,0.47,natural-direction
0.2546119,0.47,natural-direction
0.17428245,0.47,natural-direction
0.171888,0.47,natural-direction
0.39956245,0.47,natural-direction
0.252794,0.47,natural-direction
0.19399157,0.47,natural-direction
0.124653295,0.47,natural-direction
0.1971484,0.47,natural-direction
0.23401065,0.47,natural-direction
0.28174862,0.47,natural-direction
0.25733882,0.47,natural-direction
0.23206171,0.47,natural-direction
0.33462816,0.47,natural-direction
0.18984734,0.47,natural-direction
0.18994306,0.47,natural-direction
0.23945948,0.47,natural-direction
0.24344416,0.47,natural-direction
0.2023132,0.47,natural-direction
0.22485228,0.47,natural-direction
0.11540611,0.47,natural-direction
0.17178445,0.47,natural-direction
0.40317658,0.47,natural-direction
0.27503282,0.47,natural-direction
0.23060833,0.47,natural-direction
0.4955525,0.47,natural-direction
0.3775915,0.47,natural-direction
0.23087555,0.47,natural-direction
0.17978379,0.47,natural-direction
0.31177282,0.47,natural-direction
0.26339683,0.47,natural-direction
0.67168784,0.47,natural-direction
0.15653548,0.47,natural-direction
0.309177,0.47,natural-direction
0.1998623,0.47,natural-direction
0.1685097,0.47,natural-direction
0.20056917,0.47,natural-direction
0.22089761,0.47,natural-direction
0.61380166,0.47,natural-direction
0.19356482,0.47,natural-direction
0.31862032,0.47,natural-direction
0.29117498,0.47,natural-direction
0.13533334,0.47,natural-direction
0.15737453,0.47,natural-direction
0.26751024,0.47,natural-direction
0.15797919,0.47,natural-direction
0.24656956,0.47,natural-direction
0.26748112,0.47,natural-direction
0.12546796,0.47,natural-direction
0.22776493,0.47,natural-direction
0.2999395,0.47,natural-direction
0.23999949,0.47,natural-direction
0.29864553,0.47,natural-direction
0.2802486,0.47,natural-direction
0.17194614,0.47,natural-direction
0.20753455,0.47,natural-direction
0.15178974,0.47,natural-direction
0.18707912,0.51,natural-direction
0.30171436,0.51,natural-direction
0.67298555,0.51,natural-direction
0.21478072,0.51,natural-direction
0.3338438,0.51,natural-direction
0.1526581,0.51,natural-direction
0.3493778,0.51,natural-direction
0.21848452,0.51,natural-direction
0.23866515,0.51,natural-direction
0.7345884,0.51,natural-direction
0.2730488,0.51,natural-direction
0.43532532,0.51,natural-direction
0.14755002,0.51,natural-direction
0.27700806,0.51,natural-direction
0.19002758,0.51,natural-direction
0.4580226,0.51,natural-direction
0.22602224,0.51,natural-direction
0.29676685,0.51,natural-direction
0.2470312,0.51,natural-direction
0.31844172,0.51,natural-direction
0.33083275,0.51,natural-direction
0.27526426,0.51,natural-direction
0.19162373,0.51,natural-direction
0.54098165,0.51,natural-direction
0.28282577,0.51,natural-direction
0.36427346,0.51,natural-direction
0.17054008,0.51,natural-direction
0.21784979,0.51,natural-direction
0.26180294,0.51,natural-direction
0.16084072,0.51,natural-direction
0.28717482,0.51,natural-direction
0.13664559,0.51,natural-direction
0.20694278,0.51,natural-direction
0.16535926,0.51,natural-direction
0.31742135,0.51,natural-direction
0.3071413,0.51,natural-direction
0.32562467,0.51,natural-direction
0.34713244,0.51,natural-direction
1.1792995,0.51,natural-direction
0.37453032,0.51,natural-direction
0.25255162,0.51,natural-direction
0.22001086,0.51,natural-direction
0.2332751,0.51,natural-direction
0.28030944,0.51,natural-direction
0.24810392,0.51,natural-direction
0.3372297,0.51,natural-direction
0.26870438,0.51,natural-direction
0.18898284,0.51,natural-direction
0.17207813,0.51,natural-direction
0.24072517,0.51,natural-direction
0.21079586,0.51,natural-direction
0.2914084,0.51,natural-direction
0.13577747,0.51,natural-direction
0.73260874,0.51,natural-direction
0.291329,0.51,natural-direction
0.21118066,0.51,natural-direction
0.33978876,0.51,natural-direction
0.18698871,0.51,natural-direction
0.30000636,0.51,natural-direction
0.25140104,0.51,natural-direction
0.18740067,0.51,natural-direction
0.41181883,0.51,natural-direction
0.25153908,0.51,natural-direction
0.12564322,0.51,natural-direction
0.18710668,0.51,natural-direction
0.19594903,0.51,natural-direction
0.183599,0.51,natural-direction
0.2068247,0.51,natural-direction
0.25824997,0.51,natural-direction
0.24488828,0.51,natural-direction
0.24452841,0.51,natural-direction
0.17157097,0.51,natural-direction
0.43924564,0.51,natural-direction
0.26517344,0.51,natural-direction
0.25515506,0.51,natural-direction
0.2610062,0.51,natural-direction
0.2794274,0.51,natural-direction
0.3267432,0.51,natural-direction
0.22601743,0.51,natural-direction
0.30483577,0.51,natural-direction
0.20250246,0.55,natural-direction
0.36107394,0.55,natural-direction
0.32632083,0.55,natural-direction
0.3576565,0.55,natural-direction
0.49631485,0.55,natural-direction
0.79584503,0.55,natural-direction
0.2792136,0.55,natural-direction
0.34483737,0.55,natural-direction
0.26731145,0.55,natural-direction
0.29542467,0.55,natural-direction
0.20588556,0.55,natural-direction
0.47113943,0.55,natural-direction
0.2583546,0.55,natural-direction
0.36770728,0.55,natural-direction
0.793835,0.55,natural-direction
1.2822088,0.55,natural-direction
0.30594733,0.55,natural-direction
0.16517185,0.55,natural-direction
0.22407986,0.55,natural-direction
0.31099674,0.55,natural-direction
0.20199905,0.55,natural-direction
0.30327165,0.55,natural-direction
0.3654765,0.55,natural-direction
0.29786918,0.55,natural-direction
0.22838087,0.55,natural-direction
0.3152445,0.55,natural-direction
0.2908431,0.55,natural-direction
0.19865166,0.55,natural-direction
0.23238347,0.55,natural-direction
0.18611689,0.55,natural-direction
0.7330449,0.55,natural-direction
0.26061058,0.55,natural-direction
0.37575707,0.55,natural-direction
0.31543544,0.55,natural-direction
0.14694981,0.55,natural-direction
0.22801344,0.55,natural-direction
0.28701308,0.55,natural-direction
0.34362397,0.55,natural-direction
0.32508442,0.55,natural-direction
0.2721076,0.55,natural-direction
0.20282376,0.55,natural-direction
0.44602913,0.55,natural-direction
0.37804875,0.55,natural-direction
0.32934287,0.55,natural-direction
0.2721584,0.55,natural-direction
0.13589577,0.55,natural-direction
0.15980077,0.55,natural-direction
0.2048788,0.55,natural-direction
0.2993396,0.55,natural-direction
0.27625293,0.55,natural-direction
0.26471213,0.55,natural-direction
0.23784465,0.55,natural-direction
0.26469198,0.55,natural-direction
0.33255315,0.55,natural-direction
0.21208514,0.55,natural-direction
0.4751716,0.55,natural-direction
0.28272626,0.55,natural-direction
0.2236763,0.55,natural-direction
0.17399009,0.55,natural-direction
0.18573126,0.55,natural-direction
0.24451096,0.55,natural-direction
0.28360465,0.55,natural-direction
0.23579651,0.55,natural-direction
0.18448396,0.55,natural-direction
0.39399865,0.55,natural-direction
0.4057293,0.55,natural-direction
0.5869775,0.55,natural-direction
0.20724015,0.55,natural-direction
0.25259688,0.55,natural-direction
0.30239648,0.55,natural-direction
0.24466793,0.55,natural-direction
0.321188,0.55,natural-direction
0.20236667,0.55,natural-direction
0.23637964,0.55,natural-direction
0.35356227,0.55,natural-direction
0.27312395,0.55,natural-direction
0.2685007,0.55,natural-direction
0.1478464,0.55,natural-direction
0.35258976,0.55,natural-direction
0.17892188,0.55,natural-direction
0.38799223,0.59,natural-direction
0.21794125,0.59,natural-direction
0.27797878,0.59,natural-direction
0.24127693,0.59,natural-direction
0.22081584,0.59,natural-direction
0.28890324,0.59,natural-direction
1.3866088,0.59,natural-direction
0.40443528,0.59,natural-direction
0.8553217,0.59,natural-direction
0.3347029,0.59,natural-direction
0.3843638,0.59,natural-direction
0.3579257,0.59,natural-direction
0.63310385,0.59,natural-direction
0.15808253,0.59,natural-direction
0.85723996,0.59,natural-direction
0.32159433,0.59,natural-direction
0.35099542,0.59,natural-direction
0.4370436,0.59,natural-direction
0.25423658,0.59,natural-direction
0.30533642,0.59,natural-direction
0.2282321,0.59,natural-direction
0.29363874,0.59,natural-direction
0.3394934,0.59,natural-direction
0.31777528,0.59,natural-direction
0.29275367,0.59,natural-direction
0.4237468,0.59,natural-direction
0.1984628,0.59,natural-direction
0.17203593,0.59,natural-direction
0.18720452,0.59,natural-direction
0.22165568,0.59,natural-direction
0.32615528,0.59,natural-direction
0.32517457,0.59,natural-direction
0.2719877,0.59,natural-direction
0.24061935,0.59,natural-direction
0.26330787,0.59,natural-direction
0.34562236,0.59,natural-direction
0.5070576,0.59,natural-direction
0.30455503,0.59,natural-direction
0.2876023,0.59,natural-direction
0.21705894,0.59,natural-direction
0.3205437,0.59,natural-direction
0.37131032,0.59,natural-direction
0.32907498,0.59,natural-direction
0.17771848,0.59,natural-direction
0.2556692,0.59,natural-direction
0.25004423,0.59,natural-direction
0.2973749,0.59,natural-direction
0.5348718,0.59,natural-direction
0.2928171,0.59,natural-direction
0.30029893,0.59,natural-direction
0.3393088,0.59,natural-direction
0.21764643,0.59,natural-direction
0.3538644,0.59,natural-direction
0.21368833,0.59,natural-direction
0.2805514,0.59,natural-direction
0.4068877,0.59,natural-direction
0.3938759,0.59,natural-direction
0.2001284,0.59,natural-direction
0.1590469,0.59,natural-direction
0.30893815,0.59,natural-direction
0.19990437,0.59,natural-direction
0.379366,0.59,natural-direction
0.79422116,0.59,natural-direction
0.36983046,0.59,natural-direction
0.2228355,0.59,natural-direction
0.35021684,0.59,natural-direction
0.3130488,0.59,natural-direction
0.1461677,0.59,natural-direction
0.24564601,0.59,natural-direction
0.2538576,0.59,natural-direction
0.1923594,0.59,natural-direction
0.26306328,0.59,natural-direction
0.39569724,0.59,natural-direction
0.2452752,0.59,natural-direction
0.2183064,0.59,natural-direction
0.38036293,0.59,natural-direction
0.51090515,0.59,natural-direction
0.284862,0.59,natural-direction
0.28451705,0.59,natural-direction
0.4803497,0.59,natural-direction
0.23340547,0.63,natural-direction
0.28198394,0.63,natural-direction
0.37005144,0.63,natural-direction
0.414914,0.63,natural-direction
0.26754928,0.63,natural-direction
0.37565184,0.63,natural-direction
0.5428504,0.63,natural-direction
0.29760894,0.63,natural-direction
0.313407,0.63,natural-direction
0.855918,0.63,natural-direction
0.20052932,0.63,natural-direction
0.91916144,0.63,natural-direction
0.22875027,0.63,natural-direction
0.18414074,0.63,natural-direction
0.23678443,0.63,natural-direction
0.3043108,0.63,natural-direction
0.33090737,0.63,natural-direction
0.34898838,0.63,natural-direction
0.3184607,0.63,natural-direction
0.30786783,0.63,natural-direction
0.3264365,0.63,natural-direction
0.34378916,0.63,natural-direction
0.23749673,0.63,natural-direction
0.34794188,0.63,natural-direction
0.5734773,0.63,natural-direction
1.4920226,0.63,natural-direction
0.35832152,0.63,natural-direction
0.2585785,0.63,natural-direction
0.16921198,0.63,natural-direction
0.19024302,0.63,natural-direction
0.37548587,0.63,natural-direction
0.29145205,0.63,natural-direction
0.41097966,0.63,natural-direction
0.23835276,0.63,natural-direction
0.67956966,0.63,natural-direction
0.43578765,0.63,natural-direction
0.21242236,0.63,natural-direction
0.46836627,0.63,natural-direction
0.34018356,0.63,natural-direction
0.45364282,0.63,natural-direction
0.3833195,0.63,natural-direction
0.23189327,0.63,natural-direction
0.31352848,0.63,natural-direction
0.4237097,0.63,natural-direction
0.34325334,0.63,natural-direction
0.26296175,0.63,natural-direction
0.39782786,0.63,natural-direction
0.32143614,0.63,natural-direction
0.25753373,0.63,natural-direction
0.3522543,0.63,natural-direction
0.17017597,0.63,natural-direction
0.4060685,0.63,natural-direction
0.4224463,0.63,natural-direction
0.43323612,0.63,natural-direction
0.21410179,0.63,natural-direction
0.30500662,0.63,natural-direction
0.2733829,0.63,natural-direction
0.2330105,0.63,natural-direction
0.24437803,0.63,natural-direction
0.54646033,0.63,natural-direction
0.31422848,0.63,natural-direction
0.30928066,0.63,natural-direction
0.40712866,0.63,natural-direction
0.23378222,0.63,natural-direction
0.51462466,0.63,natural-direction
0.37840554,0.63,natural-direction
0.1564555,0.63,natural-direction
0.27203962,0.63,natural-direction
0.396034,0.63,natural-direction
0.33524537,0.63,natural-direction
0.36346972,0.63,natural-direction
0.26251426,0.63,natural-direction
0.30042976,0.63,natural-direction
0.3270205,0.63,natural-direction
0.91703856,0.63,natural-direction
0.3634473,0.63,natural-direction
0.2720111,0.63,natural-direction
0.21407892,0.63,natural-direction
0.28158417,0.63,natural-direction
0.20567313,0.63,natural-direction
0.24888265,0.68,natural-direction
0.3282362,0.68,natural-direction
1.5983282,0.68,natural-direction
0.44180864,0.68,natural-direction
0.2534228,0.68,natural-direction
0.2849466,0.68,natural-direction
0.3627986,0.68,natural-direction
0.4003227,0.68,natural-direction
0.3172516,0.68,natural-direction
0.45170575,0.68,natural-direction
0.36610013,0.68,natural-direction
0.21393716,0.68,natural-direction
0.2263836,0.68,natural-direction
0.4087401,0.68,natural-direction
0.46201742,0.68,natural-direction
0.4996394,0.68,natural-direction
0.7267632,0.68,natural-direction
0.19623749,0.68,natural-direction
0.43751267,0.68,natural-direction
0.25275314,0.68,natural-direction
0.20278765,0.68,natural-direction
0.98103184,0.68,natural-direction
0.30077845,0.68,natural-direction
0.31088015,0.68,natural-direction
0.38769785,0.68,natural-direction
0.36604688,0.68,natural-direction
0.57867,0.68,natural-direction
0.46463314,0.68,natural-direction
0.33440715,0.68,natural-direction
0.26053113,0.68,natural-direction
0.24835905,0.68,natural-direction
0.32035577,0.68,natural-direction
0.4243353,0.68,natural-direction
0.91848457,0.68,natural-direction
0.3295754,0.68,natural-direction
0.32539785,0.68,natural-direction
0.33941796,0.68,natural-direction
0.3483806,0.68,natural-direction
0.3944219,0.68,natural-direction
0.1804012,0.68,natural-direction
0.61193633,0.68,natural-direction
0.24388653,0.68,natural-direction
0.37196693,0.68,natural-direction
0.1667232,0.68,natural-direction
0.40291622,0.68,natural-direction
0.24925123,0.68,natural-direction
0.4329254,0.68,natural-direction
0.42226097,0.68,natural-direction
0.21895528,0.68,natural-direction
0.2897559,0.68,natural-direction
0.348826,0.68,natural-direction
0.29025465,0.68,natural-direction
0.48377076,0.68,natural-direction
0.25388852,0.68,natural-direction
0.45115826,0.68,natural-direction
0.35753605,0.68,natural-direction
0.2280424,0.68,natural-direction
0.27967894,0.68,natural-direction
0.38755044,0.68,natural-direction
0.9789516,0.68,natural-direction
0.28034538,0.68,natural-direction
0.24658266,0.68,natural-direction
0.5488875,0.68,natural-direction
0.324126,0.68,natural-direction
0.2911422,0.68,natural-direction
0.30020183,0.68,natural-direction
0.22831094,0.68,natural-direction
0.27587932,0.68,natural-direction
0.18130942,0.68,natural-direction
0.38220814,0.68,natural-direction
0.35295776,0.68,natural-direction
0.37549174,0.68,natural-direction
0.33482265,0.68,natural-direction
0.34269616,0.68,natural-direction
0.40081665,0.68,natural-direction
0.3340092,0.68,natural-direction
0.5819558,0.68,natural-direction
0.27445614,0.68,natural-direction
0.43383843,0.68,natural-direction
0.37068874,0.68,natural-direction
0.4687116,0.72,natural-direction
0.2643411,0.72,natural-direction
0.3369464,0.72,natural-direction
0.65055,0.72,natural-direction
0.30273414,0.72,natural-direction
0.3553535,0.72,natural-direction
0.20828672,0.72,natural-direction
0.98222065,0.72,natural-direction
0.39503825,0.72,natural-direction
0.41876584,0.72,natural-direction
0.3485937,0.72,natural-direction
0.3602725,0.72,natural-direction
0.3459867,0.72,natural-direction
0.26935244,0.72,natural-direction
0.3889235,0.72,natural-direction
0.26132014,0.72,natural-direction
0.19159822,0.72,natural-direction
0.27672827,0.72,natural-direction
0.38542303,0.72,natural-direction
0.21537475,0.72,natural-direction
0.22729194,0.72,natural-direction
1.0428233,0.72,natural-direction
0.45098516,0.72,natural-direction
0.29135603,0.72,natural-direction
0.24041575,0.72,natural-direction
0.31962508,0.72,natural-direction
0.5309779,0.72,natural-direction
0.4249939,0.72,natural-direction
0.33027744,0.72,natural-direction
0.46396622,0.72,natural-direction
0.47989416,0.72,natural-direction
0.2687543,0.72,natural-direction
0.37493008,0.72,natural-direction
0.37039158,0.72,natural-direction
0.3884643,0.72,natural-direction
0.61468357,0.72,natural-direction
0.30750793,0.72,natural-direction
0.4801516,0.72,natural-direction
0.30888477,0.72,natural-direction
0.37990633,0.72,natural-direction
1.7055756,0.72,natural-direction
0.354611,0.72,natural-direction
0.774244,0.72,natural-direction
0.40614504,0.72,natural-direction
0.24193749,0.72,natural-direction
0.49346194,0.72,natural-direction
0.29672775,0.72,natural-direction
0.36407703,0.72,natural-direction
0.17700626,0.72,natural-direction
0.39345312,0.72,natural-direction
0.34990552,0.72,natural-direction
0.29778016,0.72,natural-direction
0.41161472,0.72,natural-direction
0.39885372,0.72,natural-direction
0.2931734,0.72,natural-direction
1.0409945,0.72,natural-direction
0.4118696,0.72,natural-direction
0.19241902,0.72,natural-direction
0.34035864,0.72,natural-direction
0.26946917,0.72,natural-direction
0.45988548,0.72,natural-direction
0.25896466,0.72,natural-direction
0.5140465,0.72,natural-direction
0.30848417,0.72,natural-direction
0.42744777,0.72,natural-direction
0.37072632,0.72,natural-direction
0.5831927,0.72,natural-direction
0.46066242,0.72,natural-direction
0.31886575,0.72,natural-direction
0.4908916,0.72,natural-direction
0.42617345,0.72,natural-direction
0.6173644,0.72,natural-direction
0.26371363,0.72,natural-direction
0.24245512,0.72,natural-direction
0.44885153,0.72,natural-direction
0.4340699,0.72,natural-direction
0.35532436,0.72,natural-direction
0.34391862,0.72,natural-direction
0.23218118,0.72,natural-direction
0.2645954,0.72,natural-direction
0.44316205,0.76,natural-direction
0.40804943,0.76,natural-direction
0.35676092,0.76,natural-direction
0.495528,0.76,natural-direction
0.2201,0.76,natural-direction
0.4496359,0.76,natural-direction
0.27977362,0.76,natural-direction
0.41083586,0.76,natural-direction
0.4118817,0.76,natural-direction
0.33854622,0.76,natural-direction
0.41819343,0.76,natural-direction
0.68936616,0.76,natural-direction
0.43009597,0.76,natural-direction
0.50806487,0.76,natural-direction
0.284728,0.76,natural-direction
0.2853679,0.76,natural-direction
0.82252854,0.76,natural-direction
0.368993,0.76,natural-direction
0.20281298,0.76,natural-direction
0.24063596,0.76,natural-direction
0.56244063,0.76,natural-direction
0.28499162,0.76,natural-direction
1.813711,0.76,natural-direction
0.5196828,0.76,natural-direction
0.45927176,0.76,natural-direction
1.1046788,0.76,natural-direction
0.34969807,0.76,natural-direction
0.3082266,0.76,natural-direction
0.47769788,0.76,natural-direction
0.42224768,0.76,natural-direction
0.20351532,0.76,natural-direction
0.32522175,0.76,natural-direction
0.650676,0.76,natural-direction
0.27627376,0.76,natural-direction
0.32666278,0.76,natural-direction
0.25447065,0.76,natural-direction
0.39251536,0.76,natural-direction
0.49048033,0.76,natural-direction
0.31052878,0.76,natural-direction
0.5095017,0.76,natural-direction
0.416044,0.76,natural-direction
0.3702638,0.76,natural-direction
0.43562087,0.76,natural-direction
0.43599367,0.76,natural-direction
0.5223354,0.76,natural-direction
0.38117117,0.76,natural-direction
0.36037627,0.76,natural-direction
0.37510973,0.76,natural-direction
1.0467882,0.76,natural-direction
0.4514478,0.76,natural-direction
0.3855033,0.76,natural-direction
0.37635374,0.76,natural-direction
0.65287536,0.76,natural-direction
0.37582466,0.76,natural-direction
0.2790991,0.76,natural-direction
0.3207275,0.76,natural-direction
0.27412426,0.76,natural-direction
0.36375445,0.76,natural-direction
0.32671055,0.76,natural-direction
0.3666335,0.76,natural-direction
0.3968083,0.76,natural-direction
0.29294327,0.76,natural-direction
1.1029712,0.76,natural-direction
0.25586414,0.76,natural-direction
0.47557464,0.76,natural-direction
0.48688734,0.76,natural-direction
0.40225625,0.76,natural-direction
0.33759513,0.76,natural-direction
0.3926389,0.76,natural-direction
0.31382397,0.76,natural-direction
0.25661454,0.76,natural-direction
0.45200422,0.76,natural-direction
0.61759293,0.76,natural-direction
0.4873097,0.76,natural-direction
0.3153002,0.76,natural-direction
0.18732993,0.76,natural-direction
0.22794412,0.76,natural-direction
0.54441243,0.76,natural-direction
0.2798827,0.76,natural-direction
0.24534154,0.76,natural-direction
0.5224182,0.8,natural-direction
0.2952742,0.8,natural-direction
0.50442433,0.8,natural-direction
0.4309992,0.8,natural-direction
0.3013621,0.8,natural-direction
0.43307215,0.8,natural-direction
0.30080122,0.8,natural-direction
0.2914855,0.8,natural-direction
0.2944371,0.8,natural-direction
0.33872902,0.8,natural-direction
1.1118027,0.8,natural-direction
0.3893804,0.8,natural-direction
0.4146294,0.8,natural-direction
0.21404508,0.8,natural-direction
0.46747562,0.8,natural-direction
0.4385532,0.8,natural-direction
0.43484667,0.8,natural-direction
0.7284112,0.8,natural-direction
0.6868261,0.8,natural-direction
0.8710116,0.8,natural-direction
0.47433186,0.8,natural-direction
0.51695645,0.8,natural-direction
0.26854143,0.8,natural-direction
0.5938795,0.8,natural-direction
0.3280015,0.8,natural-direction
0.34448934,0.8,natural-direction
0.38716465,0.8,natural-direction
0.39637002,0.8,natural-direction
0.41875848,0.8,natural-direction
0.40696743,0.8,natural-direction
0.4020271,0.8,natural-direction
0.39560372,0.8,natural-direction
0.45403162,0.8,natural-direction
0.5512886,0.8,natural-direction
0.35755327,0.8,natural-direction
0.3765465,0.8,natural-direction
0.39737758,0.8,natural-direction
0.1976898,0.8,natural-direction
0.23205987,0.8,natural-direction
0.36915508,0.8,natural-direction
0.38377175,0.8,natural-direction
0.24047115,0.8,natural-direction
0.2951587,0.8,natural-direction
0.44131878,0.8,natural-direction
0.39054194,0.8,natural-direction
0.50222063,0.8,natural-direction
0.574888,0.8,natural-direction
0.28931484,0.8,natural-direction
0.2698325,0.8,natural-direction
0.25399694,0.8,natural-direction
0.48454148,0.8,natural-direction
0.33095458,0.8,natural-direction
1.164944,0.8,natural-direction
0.3429064,0.8,natural-direction
0.53631246,0.8,natural-direction
0.65200263,0.8,natural-direction
1.1669061,0.8,natural-direction
0.53900766,0.8,natural-direction
0.25846896,0.8,natural-direction
0.47676736,0.8,natural-direction
0.5138156,0.8,natural-direction
0.688337,0.8,natural-direction
0.5139292,0.8,natural-direction
0.41459388,0.8,natural-direction
0.21464457,0.8,natural-direction
1.923127,0.8,natural-direction
0.30049047,0.8,natural-direction
0.44565555,0.8,natural-direction
0.32520312,0.8,natural-direction
0.30921936,0.8,natural-direction
0.33285677,0.8,natural-direction
0.45997176,0.8,natural-direction
0.4597342,0.8,natural-direction
0.3804727,0.8,natural-direction
0.2707489,0.8,natural-direction
0.42468333,0.8,natural-direction
0.34492356,0.8,natural-direction
0.5483152,0.8,natural-direction
0.4765709,0.8,natural-direction
0.35654297,0.8,natural-direction
